Health Facility Name,Address,pincode,landline_number,Facility Type
Bannur Chc,"['Government Hospital', 'Opposite Sub Register Office', 'Bannuru', 'Karnataka', 'Mysore', 'Tirumakudal - Narsipur ']",571101.0,8227275363,Community Health Center
Nalluru Sc,"['Jun', 'Main Road', 'Nalluru', 'Andhra Pradesh', 'East Godavari District', 'Mandapeta']",533307.0,0,SubCentre
Phc Dewari,"['Main Bus Stand', 'Bus Stand Hospital', 'Madhya Pradesh', 'Raisen', 'Udaipura']",464774.0,7485255500,Primary Health Centre
Phc Areraj,"['Phc', 'Areraj', 'Bihar', 'Purba Champaran']",845411.0,06258-284210,Primary Health Centre
Belavale Khu,"['Jadhav Galli', 'Bevale Khurd', 'Maharashtra', 'Kolhapur', 'Kagal']",416232.0,2325226438,SubCentre
Shc Sonpur,"['Sonpur', 'Madhya Pradesh', 'Jabalpur', 'Panagar']",482005.0,9479894807,SubCentre
Kati,"['Primary Health Centre Kati', 'Durga Chauk Kati', 'Kati', 'Maharashtra', 'Gondiya *', 'Gondiya', 'Gondia']",441614.0,7182237028,Primary Health Centre
Rampura,"['Govt Building', 'Old Phc', 'Rampura', 'Uttar Pradesh', 'Jalaun ', 'Madhogarh']",285127.0,9415147054,SubCentre
Ghugus No,"['Subcentre Ghuggus', 'In Front Of Bus Stop', 'Ghuggus', 'Maharashtra', 'Chandrapur']",442505.0,07172-285575,SubCentre
Chanda,"['Chanda', 'Bihar', 'Madhepura', 'Chausa']",852213.0,06479 273462,SubCentre
Pipra Gosai,"['Pipara Gosai', 'Pipra Gosai', 'Uttar Pradesh', 'Shrawasti', 'Ikauna', 'Gilaula']",271835.0,5252241020,SubCentre
Shc Jamuniha,"['Shc Jamuniha', 'Jamuniha', 'Madhya Pradesh', 'Shahdol', 'Jaisinghnagar']",484771.0,7651221270,SubCentre
Vmc Speciality Hospital,"['Thuthukudi Ring Road', 'Madurai', 'Tamil Nadu', 'Madurai Corp']",625009.0,0452 2510000,Others
Thayalur X,"['Phc Thayalur', 'V Kote Main Road', 'Thayalur', 'Karnataka', 'Kolar', 'Mulbagal ', 'Mulbagal']",563136.0,08159-249283,Primary Health Centre
Talni,"['Talni', 'Hospital', 'Maharashtra', 'Nanded', 'Hadgaon']",431712.0,2468223738,SubCentre
Rodalabanda,"['Sub Centre Rodalbanda', 'Near Bus Stand', 'Rodalbanda', 'Karnataka', 'Raichur', 'Lingsugur ', 'Lingasugur']",584115.0,0,SubCentre
Talbanda,"['Talbanda Sub Centre No', 'Sodepur Barasat Road', 'Talbandha Ct', 'West Bengal', 'North 24 Parganas', 'Barrackpur - Ii', 'Barrackpore-Ii']",700110.0,3325236763,SubCentre
Ganucha Tanda,"['Anganwadi', 'Pathardi', 'Maharashtra', 'Ahmadnagar']",414102.0,9423978690,SubCentre
Gudageri A,"['Gudageri A', 'Kundagol', 'Karnataka', 'Dharwad', 'Kundgol ', 'Kundagol']",581107.0,8277511400,SubCentre
Shc Bichhodana,"['Bichodana', 'Madhya Pradesh', 'Datia', 'Bhander']",475335.0,0,SubCentre
Jawala,"['Sub Center Jawala', 'A P Jawala', 'Taluka Parner', 'Maharashtra', 'Ahmadnagar', 'Parner']",414306.0,8805177606,SubCentre
Urban Health Centre Bengalpet,"['Bangalpet', 'Bangalpet Nirmal', 'Telengana', 'Adilabad District', 'Nirmal Mandal']",504106.0,8734242225,Urban Health Centre
Mole X,"['Phc Mole', 'Ainapur Road', 'Mole', 'Karnataka', 'Belgaum', 'Athni']",591303.0,8339278498,Primary Health Centre
Chennasandra,"['Subcentre Channasandra', 'Channasandra', 'Karnataka', 'Kolar', 'Kolar ', 'Kolar']",563102.0,8152239978,SubCentre
New Phc Bhairomishra,"['Primary Health Centre', 'New Phc Bhairomishra', 'Bhairomishra', 'Uttar Pradesh', 'Rae Bareli', 'Lalganj']",229206.0,05315-245188,Primary Health Centre
Shc Morkha,"['Shc Morkha', 'Main Road', 'Morkha', 'Madhya Pradesh', 'Betul', 'Amla']",460663.0,07147-285333,SubCentre
Indupalli Sc,"['Market Road', 'Indupalli', 'Andhra Pradesh', 'East Godavari District', 'Amalapuram Mandal', 'P.Gannavaram']",533221.0,0,SubCentre
Dudhwakhara,"['Dudhwakhara', 'Rajasthan', 'Churu ', 'Churu']",331001.0,01562-286656,Community Health Center
Borgaon,"['Sc Borgaon', 'Borgaon', 'Maharashtra', 'Sangli', 'Walwa']",415413.0,2342264909,SubCentre
Kakore,"['Kakore', 'Bulandshahr', 'Uttar Pradesh', 'Bulandshahar ', 'Sikandrabad']",203001.0,8860655380,SubCentre
Talni,"['Talni', 'Maharashtra', 'Latur', 'Ausa']",413516.0,02383-226042,SubCentre
Perumalthevanpatti,"['Arupukottai Main Road', 'Perumaldevanpatti', 'Tamil Nadu', 'Ramanathapuram', 'Kamuthi', 'Kamudhi']",623603.0,4576282082,SubCentre
Shc Imlabda,"['Up Swasthya Kendra Imlavda', 'Village Imlabda', 'Madhya Pradesh', 'Vidisha', 'Gyaraspur']",464331.0,9479360569,SubCentre
Phc Katgodi,"['N', 'Katgodi', 'Chhattisgarh', 'Koriya', 'Sonhat', 'Sonhat']",497339.0,9981670030,Primary Health Centre
Chosli,"['Chosli', 'Rajasthan', 'Nagaur', 'Degana']",341503.0,9636324938,SubCentre
Phc Jamner,"['Village', 'Jamner', 'Madhya Pradesh', 'Guna', 'Raghogarh']",473226.0,7544262249,Primary Health Centre
Ambajipeta Sc,"['Nagabathula Vari Palem', 'Ambajipeta', 'Andhra Pradesh', 'East Godavari District', 'Ambajipeta Mandal']",533214.0,0,SubCentre
Rautkheda,"['Rautkheda', 'Maharashtra', 'Nanded', 'Kandhar', 'Kandhar']",431714.0,2466,SubCentre
Shc Nivari,"['Gram Nivari', 'Madhya Pradesh', 'Bhind', 'Ater']",477111.0,9425752202,SubCentre
Sawargaon,"['Phc Sawargaon', 'Sawargaon', 'Maharashtra', 'Nagpur', 'Narkhed']",441306.0,07105-237725,Primary Health Centre
Shc Awariya Kesiya,"['Shc Awariya', 'On Road', 'Awariya', 'Madhya Pradesh', 'Betul', 'Chicholi']",460330.0,07145-244238,SubCentre
Hassanpur,"['Sub Centre Hassanpur', 'Vill Hassanpur Sirhind Road Patiala', 'Sirhind Road Patiala Vill Hassanpur', 'Punjab', 'Patiala', 'Kauli']",147001.0,1752663900,SubCentre
Idugur,"['Phc Idagur', 'Idagur', 'Phc Idagur Gauribidanur Taluk', 'Karnataka', 'Chikkaballapura', 'Gauribidanur ', 'Gauribidanur ']",561208.0,08155-281449,Primary Health Centre
Dharampur,"['Dharampur', 'Bulandshahr', 'Uttar Pradesh', 'Bulandshahar ', 'Debai', 'Danpur']",203001.0,9411933191,Primary Health Centre
Budhana,"['Budhana', 'Bulandshahr', 'Uttar Pradesh', 'Bulandshahar ', 'Lakhawati']",203001.0,8005193464,SubCentre
Spuhc Mohan Garden,"['B', 'P Extn', 'Mohan Garden', 'Delhi', 'West', 'Patel Nagar']",110059.0,25359180,Dispensaries
Main Centre,"['Main Centre', 'Mahrajganj', 'Uttar Pradesh', 'Rae Bareli', 'Maharajganj']",229306.0,5352635551,SubCentre
Takwiki,"['Subcenter', 'Takwiki', 'Osmanabad', 'Maharashtra']",413501.0,02472-249700,SubCentre
Nagalapura,"['Nagalapura Sc', 'Arakalgud Road', 'Holenarsipura', 'Karnataka', 'Hassan', 'Hole Narsipur ', 'Holenarsipur']",573211.0,08175-272930,SubCentre
Sivanaragaram,"['Health Sub Centre', 'Pililayar Kovil Theru', 'Sivanagaram', 'Tamil Nadu', 'Nagapattinam  ', 'Tharangambadi', 'Kuttalam']",612201.0,no,SubCentre
N Kondayampalayam,"['Health Sub Centre', 'Sc Colony', 'N Kondayampalayam', 'Tamil Nadu', 'Erode', 'Bhavani', 'Andhiyur']",638502.0,04256-250028,SubCentre
Shc Amla,"['Shc Amla', 'Sector Kharshodkhurd', 'Subdistrict Badnagar', 'Madhya Pradesh', 'Ujjain', 'Badnagar']",456771.0,9479515269,SubCentre
Badhoda,"['Matra Shisu Parivaar Kalyan Badhoda', 'Badhoda', 'Nil', 'Uttar Pradesh', 'Mathura', 'Faraha']",282007.0,8057714033,SubCentre
H Q Chc Bishrampur,"['C H C', 'Bishrampur', 'Jharkhand', 'Palamu', 'Bishrampur']",822132.0,9934576996,Community Health Center
Agasaga,"['Subcentre Agasaga', 'Agasaga', 'Karnataka', 'Belgaum']",591143.0,2554123,SubCentre
Sehramau,"['Seharmau', 'Seharamau', 'Uttar Pradesh', 'Rae Bareli', 'Khiaro']",229206.0,9307903951,SubCentre
Khasada,"['Sc Kasala', 'Khasala', 'Maharashtra', 'Nagpur', 'Kamptee']",441002.0,-,SubCentre
Ahiran B P H C,"['Ahiran Bphc', 'Ahiran Namupara', 'Ahiran', 'West Bengal', 'Murshidabad', 'Suti - I']",742225.0,03483-230130,Community Health Center
Rudrevadi,"['Subcenter', 'Near Bustand', 'Sharan Colony', 'Karnataka', 'Gulbarga', 'Aland ']",585314.0,8277500737,SubCentre
Akorhi,"['Akorhi', 'Bihar', 'Kaimur (Bhabua) *', 'Mohania']",821109.0,6189223944,SubCentre
Kargani,"['Sub Center Kargani', 'Chinchghat Raod Kargani', 'Kargani', 'Maharashtra', 'Sangli', 'Atpadi']",415306.0,02343 235093,SubCentre
Aaini,"['Sub Centre Bilding', 'Aaini Grampanchyat Near Aaini', 'Aaini', 'Maharashtra', 'Kolhapur', 'Radhanagari']",416212.0,0,SubCentre
Muniappanpalayam,"['Hsc Muniyappanpalayam', 'Muniyappanpalayam Main Road St', 'Muniyappanpalayam', 'Tamil Nadu', 'Salem', 'Sankari']",637303.0,-,SubCentre
Shc Dhaniyajaam,"['Shc Dhaniyajam', 'On Road', 'Dhaniyajam', 'Madhya Pradesh', 'Betul', 'Chicholi']",460330.0,07145-244238,SubCentre
Pachewar,"['Primary Health Centre', 'Malpura Road', 'Rajasthan', 'Tonk ', 'Malpura']",304502.0,228720,Primary Health Centre
Deochandpur,"['Deochandpur', 'Uttar Pradesh', 'Ghazipur', 'Saidpur', 'Devkali']",232339.0,5495248496,Primary Health Centre
Jaura Chittran,"['Sc Joura Chittran', 'Joura Chittran', 'Punjab', 'Gurdaspur', 'Gurdaspur ', 'Dorangla']",143520.0,1874251954,SubCentre
Shiva,"['Mata Va Balsangopan Kendra Shiva', 'Shiva', 'Maharashtra', 'Nagpur', 'Nagpur (Rural)', 'Nagpur (Rural)']",440023.0,0718-277529,SubCentre
Shc Rampur Bhatodi,"['Shc Rampur Bhatodi', 'Rampur Bhatodi', 'Madhya Pradesh', 'Betul', 'Ghodadongari']",480555.0,7146248481,SubCentre
Hp Tembhode,"['Urban Health Posts', 'Palghar Satpati Road', 'Urban Health Post', 'Maharashtra', 'Palghar']",401404.0,9209430240,Urban Health Posts
H N Pura C,"['Taluk Hospital Building', 'Mysore Road', 'Holenarsipura', 'Karnataka', 'Hassan', 'Hole Narsipur ', 'Holenarsipur']",573211.0,08175-272930,SubCentre
Allipur,"['Sub Center', 'Magala Road', 'Allipura', 'Karnataka', 'Bellary', 'Hadagalli', 'Hadagalli']",583219.0,8277513095,SubCentre
Rh Sironcha,"['Rh Sironcha', 'Main Road', 'Po Sironcha', 'Maharashtra', 'Gadchiroli', 'Sironcha']",442504.0,7131233381,Community Health Center
Rewaral,"['Subcenter Rewaral', 'Rewaral', 'Maharashtra', 'Nagpur', 'Mauda', 'Mouda']",441401.0,7115-232116,SubCentre
Shc Sahodari,"['Anganwadi Kendra Shahodri', 'Sahodri', 'Ashoknagar', 'Madhya Pradesh', 'Shadhora', 'Shadora']",473330.0,7543226930,SubCentre
Bidri A,"['Valave Khurd Raod', 'Bidri', 'Maharashtra', 'Kolhapur', 'Kagal']",416235.0,2325276095,SubCentre
Angadi,"['Subcentre Angadi', 'Angadi', 'Karnataka', 'Uttara Kannada', 'Karwar ', 'Karwar ']",581360.0,8382285101,SubCentre
Vel Hospital,"['Thiruvalluvar Street', 'Kenikkarai', 'Tamil Nadu', 'Ramanathapuram', 'Ramanathapuram Mpty']",623501.0,04567 - 222206,Others
Valluru,"['Jan', 'Valluru Oc Peta', 'Valluru', 'Andhra Pradesh', 'East Godavari District', 'Tuni Mandal', 'Rowthalapudi']",533401.0,8854,SubCentre
Salempur,"['Salempur', 'Salempur Karaiparsurai', 'Bihar', 'Nalanda', 'Karai Parsurai']",801304.0,6111261027,SubCentre
Ullal D,"['Primary Health Centre Ullal', 'Near Abbaka Circle Ullal', 'Ward Number', 'Karnataka', 'Dakshina Kannada', 'Mangalore', 'Mangalore']",575020.0,8242466709,SubCentre
Chavatti,"['Phc Chavatti', 'Chavatti', 'At Po Chavatti Tq Yellapur Pin Phone', 'Karnataka', 'Uttara Kannada', 'Yellapur ', 'Yellapur ']",581347.0,08419-255577,Primary Health Centre
Patikabari Phc Sc,"['Nil', 'Chandpur', 'West Bengal', 'Murshidabad', 'Nawda']",742121.0,Nil,SubCentre
Taana,"['Taana', 'Bulandshahr', 'Uttar Pradesh', 'Bulandshahar ', 'Khurja ', 'Khurza']",203001.0,9410435739,SubCentre
Villiseri,"['Govt Primary Health Centre', 'Villiseri', 'Villiseri Post', 'Tamil Nadu', 'Thoothukkudi', 'Kovilpatti', 'Kovilpatty']",628716.0,4632243388,Primary Health Centre
Mullur,"['Primary Health Center Mullur', 'Hunsur Taluk Mysore District', 'Mullur', 'Karnataka', 'Mysore', 'Hunsur ']",571610.0,08222 248770,Primary Health Centre
Chadalavada,"['A', 'Main Road', 'Chadalawada', 'Andhra Pradesh', 'Guntur District', 'Vemuru Mandal', 'Vemuru']",522261.0,NIL,SubCentre
Gollavanithippa Sub Centre,"['Ramalayam Street', 'Gollavanitippa', 'Andhra Pradesh', 'West Godavari District', 'Bhimavaram Mandal']",534239.0,8816272700,SubCentre
Gavadagere,"['Subcenter Gavadagere', 'Hunsur To K R Nagara Main Road', 'Gavadagere Hunsuru Tq Mysore Dist', 'Karnataka', 'Mysore', 'Hunsur ']",571610.0,08222-248649,SubCentre
Shirgaon,"['Sub Centre Bilding', 'Shiragaon Radhanagari Road', 'Shiragaon', 'Maharashtra', 'Kolhapur', 'Radhanagari']",416224.0,0,SubCentre
Alur,"['Alur', 'Maharashtra', 'Nanded', 'Deglur']",431717.0,2463256429,SubCentre
Nidasale,"['Subcentre Nidasale', 'Near Bus Stand', 'Karnataka', 'Tumkur', 'Kunigal ', 'Kunigal']",572123.0,8277507370,SubCentre
Kothurna,"['Sub Center Kothurana', 'Kothurana', 'Kirnapur Road', 'Maharashtra', 'Nagpur', 'Savner']",441101.0,7113236068,SubCentre
Chitradurga Uphc,"['Chitradurgatown', 'Karnataka', 'Chitradurga', 'Chitradurga ', 'Chitradurga ']",577501.0,08194-234227,Primary Health Centre
Jadaul,"['Jadaul', 'Bulandshahr', 'Uttar Pradesh', 'Bulandshahar ', 'Anupshahr', 'Janhgirabad']",203001.0,9456841489,Primary Health Centre
Kaswan,"['Rajadhyakha Nivas', 'Ambarad Road', 'Maharashtra', 'Sindhudurg', 'Kankavli']",416602.0,02367-252746,SubCentre
Shc Jewar,"['Jewar', 'Madhya Pradesh', 'Tikamgarh', 'Palera']",472221.0,-,SubCentre
Hagribommanahalli Th,"['H B Halli General Hospital Area', 'Ramanagara', 'Hagaribommanahalli', 'Karnataka', 'Bellary', 'Hagaribommanahalli']",583212.0,8397238222,SubCentre
Rayarakoppal X,"['Phc Rayarakoppalu', 'Main Road', 'Rayarakoppalu', 'Karnataka', 'Hassan', 'Alur ', 'Alur']",573139.0,8170219300,Primary Health Centre
Titola,"['Titola', 'Bulandshahr', 'Uttar Pradesh', 'Bulandshahar ', 'Anupshahr', 'Janhgirabad']",203001.0,9456841489,SubCentre
Shc Parasadakhurd,"['Sub Health Centre Parasadakhurd', 'Village Parasadakhurd', 'Block Sakti', 'Chhattisgarh', 'Janjgir - Champa', 'Sakti', 'Sakti']",495689.0,7587855616,SubCentre
Ullal E,"['Primary Health Centre Ullal', 'Near Abbaka Circle Ullal', 'Ward Number', 'Karnataka', 'Dakshina Kannada', 'Mangalore', 'Mangalore']",575020.0,8242466709,SubCentre
Aphc Sikarganj,"['Shikarganj', 'Shikarganj Chiraiya', 'Chiraiya', 'Bihar', 'Purba Champaran', 'Chiraia', 'Chiraiya']",845415.0,06250-285480,Primary Health Centre
Hirewaddatti B,"['Subcentre', 'Near Bus Satnd', 'Hirewaddatti B', 'Karnataka', 'Gadag', 'Mundargi ', 'Mundaragi']",582118.0,8371268357,SubCentre
Santhaveri,"['Primary Health Center Santaveri', 'Lingadhalli Chikmagalur Road', 'Tarikere', 'Karnataka', 'Chikmagalur', 'Tarikere ', 'Tarikere ']",577228.0,8261210102,Primary Health Centre
Shc Bijlon,"['Shc Bijlon', 'Sector Bamuliya', 'Teh Sehore', 'Madhya Pradesh', 'Sehore', 'Shyampur']",466651.0,7562266000,SubCentre
Godhni Railway,"['Sc Godhani Railway', 'Godhani Railway', 'Maharashtra', 'Nagpur', 'Kamptee']",441111.0,-,SubCentre
Kdmc Datta Nagar,"['Grnd Floor Dattanagar Health Post Yashashri Apt', 'Rajaji Path', 'Dombivli East', 'Maharashtra', 'Thane', 'Kalyan']",421201.0,0251-2445081,Urban Health Posts
T Pudupalayam,"['T Puthupalayam Hsc', 'Thevur Main Road', 'Thevur Puthupalayam', 'Tamil Nadu', 'Salem', 'Sankari']",637104.0,-,SubCentre
Valayapookulam,"['May', 'Middle School Street', 'Valayapookulam', 'Tamil Nadu', 'Ramanathapuram', 'Kamuthi', 'Kamudhi']",623605.0,4576292085,SubCentre
Nagaon,"['Subcenter Nagaon', 'Malbhag Nagaon', 'Nagaon', 'Maharashtra', 'Kolhapur', 'Hatkanangle', 'Hatkangale']",416003.0,0,SubCentre
Sakharwahi,"['Subcentre Sakharwahi', 'Behind Anganwadi', 'Sakharwahi', 'Maharashtra', 'Chandrapur']",442406.0,07172-237475,SubCentre
Yetala,"['S C Yetala', 'Yetala', 'Maharashtra', 'Nanded', 'Dharmabad']",431809.0,02465-234755,SubCentre
Old Needamanglam,"['Hsc', 'Sunnambukara St', 'Needamangalam', 'Tamil Nadu', 'Thiruvarur', 'Mannargudi']",614001.0,4374232402,SubCentre
Shc Nanda,"['Shc Nanda', 'Madhya Pradesh', 'Betul', 'Bhainsdehi', 'Bhimpur']",460330.0,07142-247401,SubCentre
Devipur,"['Devipur', 'Uttar Pradesh', 'Gorakhpur', 'Chauri Chaura', 'Sardarnagar']",273202.0,9415970331,SubCentre
Phc Bhullar,"['Primary Health Centre Bhullar', 'Village Bhullar', 'Yards Away From Village', 'Punjab', 'Gurdaspur', 'Bhullar']",143505.0,1871240010,Primary Health Centre
Faizpur,"['Faizpur', 'Maharashtra', 'Jalgaon', 'Yawal']",425524.0,2585245254,Urban Health Centre
Ramnagar,"['Ramnagar Sc', 'Berachampa Haroa Road', 'Birampur Kamaruli', 'West Bengal', 'North 24 Parganas', 'Deganga']",743443.0,3126250036,SubCentre
Nakkalahalli,"['Phc Nakkalahalli', 'Nakkalahalli', 'Phc Nakkalahalli Gauribidanur Taluk', 'Karnataka', 'Chikkaballapura', 'Gauribidanur ', 'Gauribidanur ']",561228.0,08155-214765,Primary Health Centre
Mcw Dev Nagar,"['Gali No And', 'Main Road', 'Karol Bagh', 'Delhi', 'Central']",110005.0,011-28720316,M&CW Center
Kamanagaruvu Sc,"['Main Road', 'Kamanagaruvu', 'Andhra Pradesh', 'East Godavari District', 'Amalapuram Mandal', 'P.Gannavaram']",533213.0,0,SubCentre
Chc Sonhat,"['N', 'Sonhat', 'Chhattisgarh', 'Koriya', 'Sonhat']",497339.0,7836261033,Community Health Center
Phc Duroo,"['Duroo', 'Jammu & Kashmir', 'Baramula', 'Sopore', 'Sopore']",193201.0,1954220800,Primary Health Centre
Rayavaram,"['Phc Rayavaram', 'Kailasapuram Street', 'Tamil Nadu', 'Pudukkottai', 'Thirumayam', 'Arimalam']",622506.0,4333272206,Primary Health Centre
Chc Pithora,"['Community Health Center Pithora', 'Shahid Bhagat Singh Ward No', 'Shahid Bhagat Singh Ward No Pithora', 'Chhattisgarh', 'Mahasamund', 'Pithaura', 'Pithaura']",493551.0,7707271463,Community Health Center
Dindoshi Vasahat,"['Bmc Colony', 'Santosh Nagar', 'Malad E', 'Maharashtra', 'Mumbai (Suburban) *']",400097.0,022-,Primary Health Centre
Ramjogihally C,"['Subcentre Ramajogihally C', 'Ramajogihally C', 'Karnataka', 'Chitradurga', 'Challakere ', 'Challakere ']",577522.0,08195-262350,SubCentre
Shc Bara Kala,"['Up Swasth Kendra', 'Barakala', 'Village', 'Madhya Pradesh', 'Bhind']",477001.0,07534-257257,SubCentre
Shri Haribaksh Kanwatiya Hospital Jaipur,"['Sumangalam Complex', 'Kanwatia Circle', 'Shastri Nagar', 'Rajasthan', 'Jaipur ', 'Jaipur']",302016.0,(0141)???ˇ2301236,District Hospital
Talavady,"['Community Health Centers', 'Kongalli Road', 'Post Office', 'Tamil Nadu', 'Erode', 'Sathyamangalam', 'Thalavadi']",638461.0,4295245370,Community Health Center
Jibgaon,"['Grampanchyat Jibgaon', 'Saoli Londholi Road', 'Grampanchyat Area', 'Maharashtra', 'Chandrapur', 'Sawali', 'Saoli']",411225.0,07174-274439,Primary Health Centre
Tmc Wagle Estate Health Centre,"['Wagle Estate Health Centre Wagle Estate Bus Depot Thane W', 'Wagle Estate', 'Wagle Estate Thane', 'Maharashtra', 'Thane']",400604.0,022-25802927,Urban Health Posts
Gajendragd A,"['Subcentre Gajendragad A', 'Adekar Oni Shivaji Pete', 'Gajendragad Uraban', 'Karnataka', 'Gadag', 'Ron ', 'Ron']",582114.0,8381284483,SubCentre
Chakrabhavi B,"['Subcenter', 'Chakrabhavi A', 'Magadi Taluk', 'Karnataka', 'Ramanagara', 'Magadi ', 'Magadi']",562120.0,0,SubCentre
Pimpala Khu,"['Sub Center', 'Pimpla Hurd', 'Tuljapur', 'Maharashtra', 'Osmanabad']",413601.0,02471-260247,SubCentre
Vazarsarkatte,"['Vazar Sarkate', 'At Post Vazar Sarkate', 'At Post Manth Tq Mantha Dist Jalan', 'Maharashtra', 'Jalna', 'Mantha']",431504.0,2484202115,SubCentre
Thiruthuraiyur,"['Meternety Senter', 'Maluventhi Amman Koil St', 'Thiruthuraiyur', 'Tamil Nadu', 'Cuddalore', 'Panruti', 'Annagiramam']",607205.0,04142-248210,SubCentre
Chatakai,"['Feb', 'Mainroad', 'Chatakai', 'Andhra Pradesh', 'Krishna District', 'Kaikalur Mandal', 'Kaikaluru']",521333.0,237253,SubCentre
Vadavoor,"['Keezha Theru Niruthanamangalam', 'Niruthanamangalam', 'Tamil Nadu', 'Nagapattinam  ', 'Nagapattinam', 'Nagapattinam Mpty']",611102.0,No,SubCentre
Shc Rolagaon,"['Shc Rolagaon', 'Khachrod', 'Rolagaon', 'Madhya Pradesh', 'Sehore', 'Ashta', 'Astha']",466116.0,7560245588,SubCentre
Paladka,"['Subcentre Building', 'Paladka', 'Karnataka', 'Dakshina Kannada', 'Mangalore', 'Mangalore']",574227.0,08258-269725,SubCentre
Indawati,"['At Indwati', 'Bhagate Wadi', 'Indwati', 'Maharashtra', 'Ratnagiri', 'Lanja']",416701.0,2351234633,SubCentre
Tamadaddi,"['Govt Hospital Tamadaddi', 'Phc Tamadaddi', 'Muddebihal', 'Karnataka', 'Bijapur', 'Muddebihal']",586214.0,08356-243509,Primary Health Centre
Shc Shankarpipariya,"['Sub Health Centre', 'Vill Shankarpipriya', 'Shankarpipariya', 'Madhya Pradesh', 'Balaghat', 'Khairlanji']",481337.0,7633276566,SubCentre
Reddipalayam,"['Reddipalayam Hsc', 'Alathur Reddipalayam St', 'Alathur Reddipalayam', 'Tamil Nadu', 'Salem', 'Sankari']",637303.0,-,SubCentre
Badrali,"['Sub Centre Budrali', 'Dayar Wala Bella', 'Village Budrali Tehsil Boniyar', 'Jammu & Kashmir', 'Baramula', 'Boniyar']",193122.0,1956252212,SubCentre
Taggikuppe,"['Subcenter', 'Thaggikuppe', 'Karnataka', 'Ramanagara', 'Magadi ', 'Magadi']",562120.0,0,SubCentre
Phc Raibidpura,"['Phc Raibidpura', 'Sector Oon', 'Khargone', 'Madhya Pradesh', 'West Nimar (Khargone)']",451440.0,0,Primary Health Centre
Kurkumbh,"['Daund Baramati Road', 'Near Polic Station', 'Maharashtra', 'Pune', 'Daund']",413801.0,2117235432,SubCentre
Dhola,"['Phc', 'Dhola', 'Phc Dhola', 'Rajasthan', 'Jaipur ', 'Jamwa Ramgarh']",303120.0,8003730589,Primary Health Centre
Lala Sarbanirotan,"['Lala Sarbanirotan', 'Rajasthan', 'Churu ', 'Churu']",331001.0,1562288208,Primary Health Centre
Shc Khajuri Badod,"['Shc Khajuri Barod', 'Khajuri', 'Badod', 'Madhya Pradesh', 'Agar Malwa', 'Barod']",465550.0,7362257233,SubCentre
Banipur,"['Hsc Banipur', 'Banipur', 'Manoharpur Panchayat', 'Bihar', 'Katihar', 'Manihari']",854113.0,6452254875,SubCentre
K K Tanda,"['Subcentre K K Tanda', 'Main Road', 'K K Tanda Village', 'Karnataka', 'Bellary', 'Hagaribommanahalli', 'Hagaribommanahalli']",583220.0,8397270266,SubCentre
Mettupatti Thathanur,"['Jul', 'Arur Main Road', 'Mettupatti Thathanur', 'Tamil Nadu', 'Salem', 'Ayothiyapattinam']",636139.0,4272489259,SubCentre
Phc Kadiyam Muramanda,"['Apr', 'Canal Road', 'Kadiyam', 'Andhra Pradesh', 'East Godavari District', 'Kadiam Mandal']",533126.0,2454266,Primary Health Centre
Shc Lakhanwas,"['Lakhanwas', 'Madhya Pradesh', 'Guna', 'Chachaura']",473115.0,7546240034,SubCentre
Dongra Khurd,"['Dongra Khurd', 'Uttar Pradesh', 'Lalitpur', 'Mahroni', 'Madawara']",284404.0,7388930661,SubCentre
Arangi,"['Arangi', 'Kandawa Road', 'Uttar Pradesh', 'Chandauli', 'Barhani']",232110.0,0,SubCentre
Mudivaithanendal,"['Primary Health Centre', 'Mudivithanendal Srivaikundam Main Road', 'Mudivaithananthal', 'Tamil Nadu', 'Thoothukkudi', 'Thoothukudi']",628102.0,0461 2269304,Primary Health Centre
Vettangudi,"['Tvs Private Building', 'Thevar Theru', 'Vettankudi', 'Tamil Nadu', 'Nagapattinam  ', 'Sirkali', 'Kollidam']",609115.0,0,SubCentre
Phc Jhallar,"['Phc Jhallar', 'Main Highway Road', 'Jhallar', 'Madhya Pradesh', 'Betul', 'Bhainsdehi']",460225.0,07143-287434,Primary Health Centre
